bed_room,area,house_age,price
6,8400,47,317500
4,5118,98,598000
2,2240,44,375000
4,7650,28,465000
3,18400,18,551870
3,7229,31,295000
4,6375,47,263500
4,8400,66,1095000
2,4010,104,300000
4,4500,100,780000
3,7936,68,325000
2,6550,75,370000
4,10000,50,715000
4,12500,86,356000
4,7208,48,329950
3,2500,40,490000
3,1246,19,429000
4,8125,41,510000
3,4080,21,550000
3,6453,68,467500
5,4180,98,615000
2,15120,71,325000
2,4120,117,219950
3,9830,78,950000
3,3200,112,925000
4,8250,71,251200
3,5304,56,215000
3,8208,54,245000
3,4815,102,259000
4,6720,99,349950
5,67319,23,1565000
2,4500,85,600000
2,1274,23,405000
3,10027,31,625000
4,37075,81,430000
3,1085,20,533000
4,9949,25,1050000
3,3000,93,230000
4,8700,49,275000
2,3598,98,403000
3,70567,58,550388
3,12400,66,415500
3,4000,99,913000
2,5182,82,334998
3,8320,65,201500
3,46538,27,820000
3,7200,73,371000
4,7670,48,229950
4,7670,48,344900
3,9715,100,840000
3,12196,57,285000
4,7200,45,475000
2,7832,100,420000
3,5000,115,685000
4,89640,19,879000
3,8775,82,197200
3,5000,115,529950
4,141570,32,1090000
3,1050,109,792000
3,10300,30,262000
3,5760,97,353900
1,44866,41,380000
3,5175,22,305000
4,5004,30,440000
4,3060,23,1008000
5,7555,21,549900
4,214750,32,678500
3,8287,38,270000
3,12521,75,430000
5,8050,110,1925000
4,5416,10,790500
3,7200,33,447450
3,5200,70,375000
4,9940,61,565000
2,3916,106,400000
3,10200,48,246000
3,6289,57,329922
5,44431,55,1249000
3,7425,114,375000
3,9920,80,385000
4,4080,112,591500
4,12155,64,255000
3,7800,65,275000
4,5000,14,800000
2,7435,72,327000
4,11536,70,355000
2,8220,77,310000
5,49222,45,869000
3,5700,82,272000
5,60984,24,665000
3,8449,35,225000
3,37096,35,375000
3,7200,49,375500
3,6500,76,550000
3,7680,78,248000
3,7680,78,546940
4,6175,23,680000
4,6124,27,350000
2,2500,30,593000
2,8147,66,390000
3,18000,100,297000
2,9150,59,355000
3,26670,37,309900
3,12000,32,257000
4,9687,65,1698000
3,2550,37,300000
3,1156,10,500000
8,7500,56,900000
4,9130,23,695000
4,6655,23,213400
2,8830,85,425000
3,47050,38,420000
1,5000,76,411000
4,41382,38,762500
5,40902,23,569950
4,8500,108,258000
3,3665,20,499000
3,10723,63,310000
2,1311,19,398500
4,8660,43,250600
4,6116,39,352000
2,2160,115,600000
3,4182,78,645000
4,5000,20,291500
4,13515,84,350000
3,7280,50,279000
2,5400,84,320000
2,5203,20,495000
4,42646,35,490000
5,5000,98,770000
3,29004,65,215000
3,95832,19,665000
3,7498,37,423500
3,4800,124,850000
2,6232,81,155000
3,7210,61,505000
3,5558,19,780000
3,22764,54,165000
2,5001,52,707000
3,1475,24,497000
4,8856,69,349170
4,10050,61,287000
4,20251,55,2375000
4,14400,61,645000
5,9652,34,238000
5,9652,34,328000
2,1123,21,365000
3,8147,76,380000
4,10500,62,525000
4,3672,98,402000
2,9250,55,308000
3,6997,18,405000
3,32380,73,808000
4,6874,14,875000
3,55321,42,860000
4,7925,64,367500
6,13572,37,604000
2,19703,90,230000
4,8148,46,435000
4,7098,17,347500
4,16697,43,525000
2,15641,84,280000
2,15641,84,490000
4,5490,82,265000
4,18295,45,645000
3,31497,60,390000
3,7629,36,267500
4,10766,17,1275000
4,10720,66,404000
3,12042,35,380000
4,10300,46,812500
3,8610,65,265000
5,7725,57,480000
1,4725,85,264000
5,38816,55,1350000
4,9000,58,550000
2,2400,95,615000
3,28600,57,464000
3,30940,48,365000
4,10800,47,490000
4,7350,47,280927
2,6017,70,282613
3,15886,42,675000
4,7475,39,575550
3,7770,34,259900
4,8267,28,450000
4,6296,11,487500
4,17842,51,275000
3,5027,22,305000
3,217800,47,395000
3,7648,84,215000
3,6000,104,410000
4,7826,48,440000
4,15724,30,1160000
4,7200,68,500000
5,6120,115,961000
4,9340,45,825000
3,3840,114,734000
4,5715,21,490000
4,6000,33,175000
1,4800,110,190000
4,12581,46,305000
3,7936,84,1300000
2,6600,105,417000
2,4190,118,275000
3,8196,33,661000
4,9640,26,435000
5,9454,52,788000
5,17232,47,1795000
5,6589,118,408000
2,3760,112,570000
5,6960,71,1540000
2,5510,69,400000
3,8740,37,247000
3,7200,75,453000
2,3008,101,235000
4,5750,105,675000
3,5150,105,516200
1,91476,28,650000
3,10227,79,257100
2,9985,18,457000
3,3478,95,540000
3,10270,58,268000
3,7314,64,300000
2,114127,49,380000
3,54450,34,725000
3,19204,56,249000
5,9383,95,274000
4,10912,21,1780000
3,7149,69,396500
2,7800,68,460000
3,8536,67,277000
6,5275,26,449500
4,4560,99,785950
3,9775,49,545000
3,9688,41,244000
3,2415,41,165000
2,5000,118,435000
3,10082,37,642000
3,4120,25,340000
4,35689,33,730000
3,2800,42,563250
5,67518,45,675000
3,6630,70,620000
2,9041,68,275000
3,8209,82,270000
4,5472,21,325000
4,1836,19,476100
2,12000,65,700000
4,5200,46,220000
3,10919,49,236000
3,4750,73,790000
3,6000,57,350000
2,5300,83,130000
4,6406,20,283200
3,6250,79,273000
5,8710,48,599000
4,11998,64,460000
4,52889,28,1157200
4,8750,53,385000
3,7420,80,264250
3,1472,18,608000
3,48994,40,450000
3,4800,115,1755000
5,6050,80,339950
6,6150,47,760000
2,5395,84,350000
3,55847,64,541500
6,16449,61,730000
3,5600,75,215000
3,9972,47,420000
4,8470,41,655000
3,10652,43,240000
4,6000,85,730000
4,12100,62,390000
3,10000,70,473000
4,5670,54,698000
3,4883,19,511000
2,1808,31,358000
3,8400,69,499990
4,10200,64,322000
3,9682,55,201000
4,16200,36,765000
4,5750,96,920000
4,7552,47,360000
3,9220,37,297300
3,9403,82,399000
3,10005,74,400000
3,10164,60,230000
3,4560,56,290000
3,7658,21,323800
4,6380,94,574500
3,1596,22,505000
2,10950,80,372500
3,19163,60,425000
3,214315,24,446250
2,6862,100,330000
3,17707,41,608095
3,10136,66,550000
4,16103,20,265000
4,8255,94,399888
2,2570,97,430000
3,6092,11,554990
3,6280,21,359950
2,2599,123,405000
2,4025,43,280000
4,11070,58,479950
5,53578,48,575000
4,7733,41,392000
4,36136,47,760500
3,9521,21,435000
4,8570,31,1565000
4,10488,63,261000
3,5000,85,1482500
7,2665,97,853800
3,10496,35,657500
4,9933,34,331950
3,5899,38,514000
3,27598,29,496000
4,21894,37,1093000
3,5200,48,195700
4,8640,99,1395710
4,20822,33,1175000
3,9648,58,643403
4,7066,27,357000
3,8163,71,865000
3,9280,36,905000
3,7100,70,265000
2,7246,26,535000
3,5440,95,450000
4,7533,33,460500
4,8580,64,315000
4,13939,46,607500
2,3235,108,432000
3,5350,91,1695000
4,6139,23,479000
5,6600,22,475000
3,8146,72,415000
2,5000,110,450000
3,33503,55,1140000
5,8432,20,430000
3,10742,53,296000
4,8927,48,303000
4,6015,20,641000
3,5739,40,280000
3,9635,58,260750
4,5191,23,601000
3,6604,106,255000
4,10720,48,555000
3,10827,69,865000
4,17400,60,1388000
3,31626,37,315000
2,9610,62,200000
3,6450,76,357000
2,934,17,390000
5,10220,70,462000
2,5200,69,174500
2,7140,103,305000
5,14040,68,449000
3,5000,73,260000
4,6142,20,751000
2,9270,76,370037
3,8910,36,229950
3,7682,46,349000
4,3808,21,348000
3,5600,119,1220000
4,18948,31,510000
3,6805,43,265000
3,4815,50,1250000
4,871200,21,937500
3,8384,53,485000
4,5217,73,489000
2,5120,72,400000
3,3600,19,638000
3,8740,56,440000
6,8240,60,305000
6,8240,60,649950
4,6012,19,680000
4,22050,28,629000
3,7584,36,555000
4,35362,48,669000
3,6608,30,272000
4,9900,59,270000
3,9775,60,215000
3,17707,77,690000
4,6825,74,256000
3,7314,43,255000
7,8100,54,550000
3,5280,67,410000
2,4366,112,410000
3,4000,38,259000
3,21183,69,292000
4,12500,21,1648000
5,5000,95,518000
3,3097,32,485000
3,35060,35,259500
4,5420,21,354000
3,22464,58,999950
3,10466,65,464500
3,4200,19,300000
3,7216,57,1080000
4,6666,35,309950
3,3700,115,315000
3,5580,116,499950
4,4800,71,780000
3,16090,48,885000
2,3885,118,500000
3,6755,35,329000
4,7455,61,246000
3,9600,64,405000
4,7800,43,349000
4,12062,32,374950
3,7217,55,306000
4,7840,63,416000
3,12476,35,560000
3,20700,76,260000
3,38377,46,306500
3,11274,56,299950
3,8977,34,265500
3,12000,38,219000
3,17349,47,365000
3,42689,65,499000
3,8301,57,366000
3,1264,10,514950
4,10669,25,875000
3,8800,67,831000
4,7266,21,689900
3,10763,30,315000
0,8049,34,355000
3,7284,61,336500
3,4050,98,1100000
6,8057,65,375000
3,24046,39,289275
4,6000,22,455000
3,10695,49,505000
3,3350,105,450000
3,7398,23,567500
3,8505,69,265000
3,14992,23,340000
3,8885,85,375000
6,4218,54,920000
4,11843,52,850000
3,9750,55,202000
4,12000,40,725000
3,33980,33,900000
2,6000,73,680200
3,9000,106,216500
3,7650,58,325000
3,4134,20,675000
2,16321,88,435000
3,14000,47,263500
4,36256,46,550000
3,3750,29,875000
4,8400,58,246600
3,941,18,337000
3,7500,36,240000
3,11120,40,490000
5,83231,49,510000
3,8008,53,305000
3,3655,21,350000
3,6632,65,284200
4,9757,29,357000
4,38865,38,854000
4,49658,25,1175000
3,15952,61,1000000
4,3000,115,616500
4,3750,113,750000
6,9100,45,650000
4,10050,62,275000
4,4280,106,540000
3,10665,63,225000
4,9072,33,845000
3,7740,101,490000
4,8167,19,753000
3,7210,52,475000
1,7203,75,124000
1,7203,75,224000
2,3800,108,485000
4,6000,80,230000
4,14175,44,372000
4,9426,34,306000
4,3000,16,905000
4,6678,74,440000
3,10001,47,280000
3,147823,25,435000
3,4500,34,425000
2,11429,68,204950
2,7500,65,670000
2,2723,103,475000
5,6650,60,352000
4,8800,63,575000
4,20668,59,1730000
3,5070,74,491000
4,7465,20,750000
4,50662,46,830000
6,20197,19,1140000
3,27442,54,137124
4,6000,117,225000
4,7300,61,732600
4,8001,40,818000
3,14950,46,431000
2,1034,28,304000
5,4667,116,650000
2,6160,47,450000
4,8401,66,269000
3,10732,71,875000
4,8393,47,890000
4,9725,38,565000
2,1339,18,448175
0,4800,28,235000
5,6500,24,680000
3,12367,54,629000
3,1486,24,494000
4,5500,98,1100000
5,9460,55,450000
3,11050,55,330000
4,11397,40,960000
4,7056,34,360000
3,11672,20,378000
3,6250,83,499950
3,12866,38,450000
2,5969,74,523500
3,43995,38,600000
3,4828,22,290000
3,5434,38,176000
3,3750,120,885000
2,3000,118,483000
3,7125,46,240000
4,5200,67,720000
4,5822,23,311000
3,7995,74,332500
3,15330,68,164950
3,15330,68,371000
3,16200,48,264500
4,6513,87,1738000
2,4280,103,503000
4,5010,24,738000
2,3350,99,393000
2,45528,32,280000
4,9647,60,260000
2,4640,109,505000
3,8000,48,241000
3,9605,49,530000
1,4000,114,713000
3,10125,80,487000
2,5393,55,128000
3,10178,64,210500
3,7210,56,420000
3,4320,94,679000
4,4227,10,784950
4,6366,26,352000
3,1318,20,386000
3,17000,30,335000
3,15500,42,472500
5,13292,48,599950
4,6765,10,963990
3,3600,99,735000
3,9751,26,858450
5,4000,110,665000
3,7414,31,290000
2,4320,99,250000
3,7205,38,192500
4,13400,67,350000
4,9910,21,518000
4,3376,113,563000
4,9566,21,375000
3,1319,22,400000
5,16000,67,240000
2,5120,122,317500
5,36342,42,1315000
3,239144,103,234000
3,13750,49,645000
2,4840,116,649000
4,3980,20,605000
3,1471,25,337900
3,3600,118,535000
4,5684,67,325000
4,10875,57,429950
3,32807,35,775000
2,6000,59,650000
4,13114,57,1200000
2,10404,89,275000
4,16970,27,575000
3,16455,65,540000
3,4206,107,640000
3,9125,57,275000
4,10533,27,672800
4,9144,68,495000
3,35108,29,820000
4,11443,72,475000
4,7861,54,1275000
3,9375,57,380000
3,8225,37,397500
5,8560,46,352000
6,8600,57,893880
5,34200,38,635000
3,8165,47,420000
3,2500,37,503000
2,10143,71,689000
4,3840,102,749500
6,49542,40,1150000
4,12831,23,563500
4,9664,43,480000
4,8800,47,374950
3,6250,29,308950
4,16934,66,445000
3,9000,56,237200
3,7270,71,453500
3,4549,70,616500
5,32909,24,1250000
1,5150,70,396000
3,8179,75,210000
2,5175,105,539000
3,18600,45,605000
3,4800,76,437500
3,15000,72,215000
4,4780,24,440000
3,22500,85,525000
3,20383,39,319900
3,9075,47,335000
3,35273,38,485000
4,7700,48,359999
5,19783,65,799000
3,10454,47,280000
4,3433,97,1050000
1,4800,114,290000
2,2748,29,235000
3,3000,99,495000
3,7488,44,290000
4,9516,55,230000
3,8475,56,234000
4,4500,23,597400
4,17600,58,370000
4,10452,31,755000
3,5715,25,342000
2,3325,106,497000
3,30166,65,835000
4,4500,25,730000
3,5250,85,655000
3,3118,31,205000
4,4800,106,632750
5,7715,11,330000
5,8250,63,527500
4,6465,22,716500
4,5395,18,388500
3,7770,57,530000
3,4517,22,419000
3,7360,46,385000
4,5669,21,655000
4,10900,100,1695000
2,47044,120,279000
3,9579,62,262000
4,4750,105,533000
3,8100,74,640000
3,35127,37,285000
4,10300,103,458400
5,10587,64,620000
3,11358,68,465000
4,7054,39,690000
3,51400,47,462500
4,10221,30,369950
2,6480,70,124500
4,10920,59,950000
4,10580,59,418000
3,8000,97,160000
4,10800,60,457000
2,7680,76,530000
3,7300,68,385000
3,7800,66,491000
4,8034,57,521000
3,8528,57,255000
5,7199,21,292050
6,7200,58,326000
2,5120,83,300000
3,7480,45,291600
5,12551,57,435000
3,1311,19,465000
3,7420,111,200000
3,6132,65,238000
4,7000,68,455000
6,7220,44,230000
4,4104,96,808000
3,5700,108,578500
3,868,21,390000
3,3933,35,517500
4,4000,112,755000
3,4120,99,579500
3,1350,10,649950
4,6120,59,228000
4,3680,98,665000
4,6069,25,689000
4,11240,47,560000
3,6420,80,529000
5,14858,54,375000
4,9240,75,325000
4,10519,34,583000
2,9784,92,330000
3,8727,29,262000
4,6776,20,555000
2,6000,73,585000
3,3088,16,425590
2,4840,77,235000
2,4000,115,362362
3,7500,27,252000
4,9551,32,439000
4,10810,36,465000
4,7854,41,249900
2,5000,98,665000
3,8774,52,370000
2,3000,95,620000
3,7671,87,375000
4,9390,67,552625
3,10500,58,315500
2,8187,41,620000
4,9075,65,510000
4,38677,37,652500
4,22795,26,574000
3,12806,14,430000
3,7236,77,390000
3,3840,79,466500
2,2436,40,315000
4,9600,53,220000
3,17286,46,325000
3,8443,71,365000
3,12384,44,356000
4,12518,74,380000
4,8764,41,579000
2,5000,81,682000
3,12325,56,499000
3,5880,56,333760
4,18903,30,745000
3,10870,56,380000
3,1350,19,435000
3,3264,105,520000
4,41206,36,965000
3,16728,65,270000
5,4643,108,1100000
3,13286,60,577500
3,5000,113,650000
4,10319,38,1227500
5,16471,44,1900000
2,3720,41,475000
3,10132,54,200000
4,11717,27,397000
3,8450,35,383610
4,5742,25,275000
3,11177,114,840000
4,7350,39,365000
3,955,20,362000
3,6258,68,350000
2,13052,44,200000
4,8100,45,299000
4,82764,58,555000
3,8330,71,1326000
5,16100,64,896000
2,7290,74,550000
2,6617,38,324500
3,7350,64,312500
4,17786,34,485000
2,5413,101,511000
2,1561,41,139500
4,7203,35,464000
3,8800,46,255000
4,4644,20,679975
3,14274,60,624800
3,223027,41,920000
3,6000,96,1365000
3,10275,60,510000
4,7200,40,289659
4,6250,25,585000
5,6930,20,555000
4,24897,60,940000
3,7350,45,460000
3,7434,46,319000
3,1916,19,280000
3,7470,107,250000
4,8312,34,749950
5,23265,67,458000
3,4808,24,465000
3,2797,47,580000
4,36562,30,700000
4,7206,17,350000
4,7689,47,456000
3,18958,41,290000
4,16288,44,475000
3,3629,19,285000
3,6400,62,309000
4,32417,24,860000
3,6500,45,219000
3,7199,34,546500
2,5566,105,338000
2,8130,82,505000
4,15084,45,340000
3,10675,34,678000
3,10292,55,800000
1,3230,61,112000
3,16819,99,252000
4,7210,45,335000
3,13418,69,610000
3,6790,45,245000
3,16026,52,493500
4,8505,38,596500
3,4072,117,245000
3,7200,47,333500
3,8974,48,373000
4,5639,16,759900
3,1204,17,317000
3,4080,110,670000
2,26761,34,985000
3,6954,41,310000
4,13122,27,750000
3,3440,37,408000
5,8225,26,900000
4,15054,67,460000
4,6000,72,339000
3,6000,115,660000
4,10783,34,449950
3,6000,94,235000
5,13138,60,769000
2,3900,21,428000
3,7340,40,445000
4,6958,50,462000
3,6198,108,775000
4,10108,57,605000
2,15996,78,193500
4,8060,33,389950
4,6098,18,790000
2,5000,106,442000
4,13500,50,890000
3,6978,66,235000
4,6720,65,495000
4,50965,17,600000
3,5500,87,1400000
3,8400,57,251000
4,57063,46,471000
4,41338,29,597000
5,9305,39,804000
3,17493,52,357000
3,1689,10,419990
4,35201,37,725000
3,5733,21,275000
3,13630,40,445000
3,27566,29,510000
4,13372,69,330000
3,5605,82,270000
4,4770,83,495000
4,10300,74,225000
3,5400,72,716528
3,6095,33,260000
4,9928,26,471000
5,4800,105,690000
5,7200,87,548000
3,5410,96,505000
3,11799,58,325000
4,34092,44,682000
3,10760,39,605000
2,4495,49,276200
3,4040,118,530000
3,9600,36,245000
4,45902,37,654950
2,6727,85,221900
4,4508,98,466000
3,6387,21,383150
4,4240,100,657100
3,43995,36,539000
6,15600,47,400000
4,11600,93,215000
2,2850,97,489000
4,12764,30,649000
4,10800,71,700000
2,8424,71,268500
3,5001,28,515000
4,10800,46,685000
2,2142,18,305000
4,4600,98,950000
4,4568,18,292500
4,7730,68,270000
4,7730,68,450000
4,6480,104,535000
3,3082,24,550000
3,2003,28,457500
3,8580,62,136500
3,8580,62,224097
3,10608,30,254000
4,13500,61,335000
5,6553,12,594950
3,18123,41,350000
3,9832,54,169950
3,10800,45,432500
2,4000,76,440000
3,3788,39,233703
3,3292,36,310000
3,6762,26,735000
4,8150,10,730000
3,9000,63,257000
2,1240,20,485000
4,6000,65,899000
3,8055,72,279000
4,7245,50,225000
3,4775,111,1355000
3,4242,24,355000
4,8700,57,382500
3,9669,32,324360
3,10450,58,315000
2,11472,73,426000
5,6305,21,395000
3,9650,102,212644
3,5100,77,510000
2,9000,85,85000
2,9000,85,235000
4,5754,23,295000
3,2200,114,720001
3,6083,84,313950
3,6083,84,415000
3,12247,43,305000
3,4128,118,625000
3,11040,63,490000
3,8641,37,269950
5,27295,75,2700000
4,4500,124,829000
4,77550,37,635000
3,9750,65,217500
4,7350,59,270000
3,8400,77,1245000
4,5100,17,480000
3,6500,70,575000
4,5589,23,426950
3,7314,64,125000
3,7314,64,208000
4,10622,48,325000
7,10880,64,597157
4,3120,18,728725
5,10800,56,708000
4,14021,19,1300000
3,11625,47,405000
4,6090,79,550000
4,5375,18,451000
5,7415,10,540500
5,16500,23,1025000
4,10455,61,218000
4,7007,50,562000
4,94525,47,401500
2,9994,70,196700
3,10183,49,583000
5,17825,50,309900
4,18843,29,485000
3,3348,98,465000
4,8372,40,595000
3,7560,66,254000
3,9490,30,488500
4,8990,47,260000
2,8487,80,166000
2,6760,101,440000
3,7560,81,375000
2,4800,80,529500
2,6439,90,338000
3,15903,38,335620
4,15232,46,464000
2,7740,99,354000
4,3600,26,601000
3,9040,45,285000
2,4200,118,462500
4,10459,35,350000
4,3844,52,329000
4,11983,40,312500
4,5338,23,370000
3,12750,45,399900
3,6550,99,398000
2,7400,115,550500
3,7200,111,709000
5,7620,59,402000
3,23660,72,450000
3,6720,63,524000
4,322188,35,800000
4,8906,58,185000
4,8906,58,365000
4,11422,35,925000
3,11781,56,714000
3,9759,52,495000
3,6648,34,535000
4,10800,71,880000
3,8056,75,150000
3,6565,52,554500
3,3880,108,520000
4,5637,10,839990
3,5683,21,500000
2,186872,88,305000
3,2170,21,247800
4,5812,24,344200
4,6107,21,459950
4,9899,57,229900
4,9602,50,750000
4,9355,41,509000
4,12137,68,680000
5,7200,47,661500
2,1399,24,370000
4,17400,46,785000
2,6720,72,355000
4,6350,73,446000
5,21780,28,830000
3,8347,34,324000
4,23478,43,500000
3,9112,73,745000
4,4407,103,1197000
2,3710,36,385000
3,8040,66,565000
4,7314,45,465000
3,1977,23,401000
3,11200,46,385000
3,4930,35,395000
5,8100,78,245000
3,3600,30,500000
5,6720,45,334000
3,10960,71,550000
3,7950,63,216000
3,5871,96,340500
4,12738,49,375000
3,16740,58,600000
4,8000,64,375000
4,4000,98,536500
3,35123,40,599900
2,3600,120,750000
3,10075,69,355000
3,6413,77,590000
2,6000,78,680000
3,11122,30,429000
2,4080,115,581000
3,7770,56,463800
5,18898,23,2983000
5,3000,122,443000
3,7210,38,276200
5,8309,23,630000
3,3300,97,570000
4,6000,95,979700
4,4080,103,730000
5,9600,61,268450
3,7508,62,490000
3,6240,67,808000
3,9786,55,350000
4,5880,67,695000
4,44947,33,1228000
1,11800,74,309950
3,8508,82,134000
4,9638,36,645500
3,5488,97,750000
3,3600,57,1399000
4,7700,69,344900
2,1500,23,601450
4,4400,115,575000
3,9620,62,405000
4,14021,25,518000
2,7936,77,265000
3,4875,55,180000
3,9736,39,285000
3,7200,70,433000
3,11440,47,399000
3,7210,58,565000
3,10080,58,406500
4,11500,69,420000
4,5559,118,965000
4,9523,28,1375000
5,7969,42,353950
5,10260,28,847700
5,6700,82,185000
2,6000,101,269000
3,8400,48,422800
2,7500,77,379950
3,7800,55,525000
4,209523,18,810000
4,8400,62,209950
3,1613,21,439950
4,12905,59,554820
4,4500,22,359000
3,5870,83,242500
3,9417,70,330000
3,44374,45,740000
5,4800,123,630000
3,7800,83,750000
4,6540,25,695000
2,6900,83,109000
3,10075,63,389000
2,2700,100,447000
3,13310,69,1200000
3,12000,47,315000
3,8244,36,640000
3,9246,40,570000
3,208216,27,495000
5,7488,55,449500
4,5000,81,1084500
2,7868,72,294950
3,13939,64,170500
4,7620,98,312000
3,15484,32,350000
4,8448,35,690000
4,9427,25,375000
4,47044,37,575000
4,8500,46,646000
3,4800,50,239950
5,7525,95,400000
4,94089,66,455000
3,8069,34,240000
4,11765,85,3400000
3,4080,102,695000
2,6720,82,304950
3,2310,110,650000
3,2211,29,402500
3,7307,26,482000
3,4480,101,655000
5,5000,73,577000
3,5996,38,350000
4,8000,54,415000
4,215186,41,396400
3,8582,24,654300
4,179419,20,774950
4,10800,99,855000
3,4000,106,1145000
2,1546,17,330000
4,10950,65,290000
3,19454,16,519500
3,12600,47,450000
3,56609,31,3120000
3,9450,96,265000
4,7883,34,359000
4,4500,12,2000000
4,48037,39,1050000
2,2280,78,402500
3,5445,67,450000
5,8086,44,262500
4,7200,45,285000
3,4861,19,290000
2,6230,19,752500
4,13515,26,820000
3,2740,25,292000
2,6089,87,213000
4,7035,82,400000
1,5650,80,202000
1,23244,76,484000
3,14398,43,617450
3,8000,68,250000
5,10000,61,405000
2,8750,73,325000
3,7440,70,301350
2,7800,84,425000
3,6360,70,460000
3,10940,32,938000
3,8867,39,348000
2,4080,98,435000
3,11430,61,227950
2,5880,76,425000
3,4064,99,550000
3,7053,32,347500
4,6000,65,397000
4,11875,55,410000
3,6776,26,780000
4,5164,99,1350000
3,3070,20,476000
3,16552,57,390000
3,7000,56,226500
3,2550,40,495000
5,11500,56,1500000
3,5950,74,385000
3,5344,21,535950
4,32430,35,910000
2,4000,98,465000
3,11787,41,495000
4,5404,104,250000
4,6906,96,1225000
4,8941,51,400000
4,13521,37,715000
3,7757,32,342000
4,8400,57,420000
3,7360,56,148226
3,10369,56,313000
3,8220,65,150000
2,10270,70,150000
2,9435,66,230000
2,5400,76,389100
4,8720,50,645000
3,6500,66,310000
2,1189,10,351358
5,9360,10,1700000
4,323215,22,1565000
3,3600,124,850000
4,14023,33,470000
3,1900,16,770000
3,11440,47,366000
3,7184,37,545000
3,8800,56,205000
2,8155,76,405000
4,7210,51,467000
2,4125,115,392500
4,18400,51,901000
3,7199,52,500000
3,3690,24,384950
4,336283,18,1700000
2,6120,76,245000
4,10487,56,1165000
3,3640,41,184500
2,5000,38,269000
3,3296,26,570000
4,11914,63,850000
3,5200,55,209000
4,5100,91,327000
3,9957,63,369500
3,8025,48,440000
4,12329,56,947500
2,4500,105,510000
3,10318,83,385000
5,9920,34,370000
4,4500,102,660000
3,308080,48,729000
3,11880,45,440000
4,81892,24,445000
2,12092,86,460000
3,7304,53,516000
4,5607,22,343888
4,9886,59,500000
5,6450,66,465000
5,7813,38,302000
2,7861,111,195000
3,8925,33,640000
6,8122,47,502000
3,3851,26,360000
4,3000,21,290500
4,5883,18,248000
4,7568,23,433000
2,4200,44,480000
3,5000,67,410000
4,5000,18,309950
3,7372,34,253000
3,11800,53,280000
3,8925,66,440000
5,8936,70,333000
3,23790,22,759950
3,9000,45,345000
4,5831,17,350000
2,14200,73,198000
3,11294,72,730000
3,9600,58,266200
4,10160,57,1060000
2,20450,76,95000
3,12731,43,430000
4,9731,51,650000
3,5071,20,379900
2,1222,20,325000
4,8449,66,455000
4,3797,107,392000
3,7811,48,373000
5,8227,71,951250
3,14350,69,502000
3,40588,24,362500
2,3500,100,525000
4,11680,47,580000
3,9425,39,278000
2,4800,101,422500
4,5400,124,783200
4,6628,21,715000
3,2212,10,472217
3,4030,25,244615
3,14288,80,385000
3,6600,81,549995
4,15151,20,959900
6,7200,44,510000
3,12669,59,367000
5,8410,34,375000
2,1334,17,500000
2,1334,17,489000
3,700,24,340000
3,5978,67,562000
3,7478,22,489950
3,9600,56,652000
4,7090,25,472000
4,9244,61,333000
3,7350,71,560000
4,20107,34,799000
5,9200,45,860000
4,55931,35,449500
4,11500,33,692500
4,11400,48,925000
3,2856,21,267500
4,6018,14,396800
4,8058,55,220000
3,56192,65,892500
3,10311,49,455500
3,11250,63,743000
4,17925,73,338000
3,13115,46,332000
3,4000,106,563225
4,20609,34,1150000
2,5000,104,645000
3,16000,43,739000
3,13446,31,435000
3,3800,110,995000
4,7357,38,520000
4,180263,37,400000
3,7641,46,440000
3,6010,78,440000
3,3900,103,738000
3,9848,61,250000
4,8580,32,338150
3,7371,45,425000
4,54450,25,883000
3,266151,41,510000
4,21303,62,950000
3,9656,69,435000
5,10226,63,415000
2,944,20,439000
5,6400,69,295832
3,9514,57,285000
3,5003,62,350000
2,972,18,489000
3,6930,50,304500
3,7313,56,288000
3,9512,44,417000
3,991,19,615000
5,4857,20,730000
2,3447,46,178500
4,9600,59,300000
4,8518,69,415000
3,15695,65,452500
4,15877,19,1010000
4,7000,35,653000
4,5649,83,715000
3,4080,97,541000
4,7547,64,245000
2,10038,102,547000
5,12408,48,750000
5,12375,65,575000
3,8670,40,216000
3,4579,108,443000
4,6202,38,257700
3,9440,46,278000
3,3691,21,300000
3,7904,29,269100
3,10752,95,402500
2,7719,43,306888
4,14210,46,795000
4,5573,21,525000
3,12076,36,1050000
2,6000,86,452000
3,5401,24,350000
4,6180,17,410000
3,3600,119,595000
3,4851,20,499000
4,7555,23,340000
5,7947,23,1065000
4,52983,33,460000
4,5899,13,345000
3,7566,34,280500
3,6120,98,704000
3,40173,34,545000
3,7584,62,335000
4,7920,36,1325000
3,8000,59,420000
4,5050,87,705000
4,10528,34,274900
4,3345,20,499950
3,7550,71,415250
3,7520,66,222000
3,42247,44,375000
3,5707,29,300000
3,8879,104,456700
3,5200,109,925500
5,15598,49,375000
3,15375,31,420000
3,7301,20,575000
3,1951,109,335000
4,7200,66,428000
4,34238,47,655000
3,4896,18,738000
5,3748,59,415000
3,6125,79,392000
2,4600,83,555000
3,2677,19,260000
3,10500,84,392500
3,17313,31,912000
2,7609,81,135000
3,77536,46,500000
3,7488,49,238000
4,5974,52,251000
2,5319,46,406500
4,10925,36,433495
3,6071,39,265000
3,7260,67,360000
4,12485,69,425000
2,11205,56,450000
3,8266,70,449900
4,5875,20,345000
4,35346,57,612500
3,7650,47,317000
3,3880,95,585000
